,postcode,biomass,coal,imports,gas,nuclear,other,hydro,solar,wind
0,AB10,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
1,AB11,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
2,AB12,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
3,AB13,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
4,AB14,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
5,AB15,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
6,AB16,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
7,AB21,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
8,AB22,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
9,AB23,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
10,AB24,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
11,AB25,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
12,AB30,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
13,AB31,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
14,AB32,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
15,AB33,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
16,AB34,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
17,AB35,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
18,AB36,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
19,AB37,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
20,AB38,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
21,AB39,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
22,AB41,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
23,AB42,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
24,AB43,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
25,AB44,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
26,AB45,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
27,AB51,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
28,AB52,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
29,AB53,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
30,AB54,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
31,AB55,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
32,AB56,0.0,0,0.0,1.6,0.0,0,0.0,0.0,98.4
33,AL1,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
34,AL10,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
35,AL2,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
36,AL3,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
37,AL4,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
38,AL5,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
39,AL6,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
40,AL7,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
41,AL8,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
42,AL9,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
43,B1,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
44,B10,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
45,B11,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
46,B12,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
47,B13,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
48,B14,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
49,B15,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
50,B16,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
51,B17,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
52,B18,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
53,B19,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
54,B2,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
55,B20,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
56,B21,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
57,B23,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
58,B24,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
59,B25,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
60,B26,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
61,B27,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
62,B28,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
63,B29,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
64,B3,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
65,B30,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
66,B31,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
67,B32,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
68,B33,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
69,B34,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
70,B35,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
71,B36,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
72,B37,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
73,B38,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
74,B4,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
75,B42,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
76,B43,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
77,B44,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
78,B45,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
79,B46,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
80,B47,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
81,B48,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
82,B49,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
83,B5,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
84,B50,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
85,B6,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
86,B60,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
87,B61,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
88,B62,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
89,B63,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
90,B64,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
91,B65,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
92,B66,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
93,B67,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
94,B68,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
95,B69,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
96,B7,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
97,B70,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
98,B71,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
99,B72,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
100,B73,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
101,B74,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
102,B75,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
103,B76,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
104,B77,22.5,0,1.5,30.7,0.0,0,0.0,3.5,41.7
105,B78,22.5,0,1.5,30.7,0.0,0,0.0,3.5,41.7
106,B79,22.5,0,1.5,30.7,0.0,0,0.0,3.5,41.7
107,B8,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
108,B80,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
109,B9,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
110,B90,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
111,B91,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
112,B92,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
113,B93,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
114,B94,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
115,B95,22.5,0,1.5,30.7,0.0,0,0.0,3.5,41.7
116,B96,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
117,B97,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
118,B98,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
119,BA1,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
120,BA10,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
121,BA11,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
122,BA12,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
123,BA13,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
124,BA14,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
125,BA15,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
126,BA16,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
127,BA2,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
128,BA20,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
129,BA21,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
130,BA22,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
131,BA3,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
132,BA4,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
133,BA5,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
134,BA6,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
135,BA7,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
136,BA8,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
137,BA9,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
138,BB1,3.2,0,6.9,8.6,25.5,0,0.0,0.5,55.3
139,BB10,3.2,0,6.9,8.6,25.5,0,0.0,0.5,55.3
140,BB11,3.2,0,6.9,8.6,25.5,0,0.0,0.5,55.3
141,BB12,3.2,0,6.9,8.6,25.5,0,0.0,0.5,55.3
142,BB18,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
143,BB2,3.2,0,6.9,8.6,25.5,0,0.0,0.5,55.3
144,BB3,3.2,0,6.9,8.6,25.5,0,0.0,0.5,55.3
145,BB4,3.2,0,6.9,8.6,25.5,0,0.0,0.5,55.3
146,BB5,3.2,0,6.9,8.6,25.5,0,0.0,0.5,55.3
147,BB6,3.2,0,6.9,8.6,25.5,0,0.0,0.5,55.3
148,BB7,3.2,0,6.9,8.6,25.5,0,0.0,0.5,55.3
149,BB8,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
150,BB9,3.2,0,6.9,8.6,25.5,0,0.0,0.5,55.3
151,BD1,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
152,BD10,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
153,BD11,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
154,BD12,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
155,BD13,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
156,BD14,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
157,BD15,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
158,BD16,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
159,BD17,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
160,BD18,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
161,BD19,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
162,BD2,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
163,BD20,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
164,BD21,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
165,BD22,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
166,BD23,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
167,BD24,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
168,BD3,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
169,BD4,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
170,BD5,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
171,BD6,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
172,BD7,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
173,BD8,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
174,BD9,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
175,BD99,43.2,0,2.9,18.3,0.0,0,0.0,0.6,34.9
176,BH1,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
177,BH10,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
178,BH11,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
179,BH12,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
180,BH13,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
181,BH14,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
182,BH15,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
183,BH16,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
184,BH17,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
185,BH18,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
186,BH19,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
187,BH2,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
188,BH20,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
189,BH21,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
190,BH22,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
191,BH23,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
192,BH24,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
193,BH25,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
194,BH3,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
195,BH31,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
196,BH4,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
197,BH5,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
198,BH6,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
199,BH7,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
200,BH8,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
201,BH9,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
202,BL0,3.2,0,6.9,8.6,25.5,0,0.0,0.5,55.3
203,BL1,3.2,0,6.9,8.6,25.5,0,0.0,0.5,55.3
204,BL2,3.2,0,6.9,8.6,25.5,0,0.0,0.5,55.3
205,BL3,3.2,0,6.9,8.6,25.5,0,0.0,0.5,55.3
206,BL4,3.2,0,6.9,8.6,25.5,0,0.0,0.5,55.3
207,BL5,3.2,0,6.9,8.6,25.5,0,0.0,0.5,55.3
208,BL6,3.2,0,6.9,8.6,25.5,0,0.0,0.5,55.3
209,BL7,3.2,0,6.9,8.6,25.5,0,0.0,0.5,55.3
210,BL8,3.2,0,6.9,8.6,25.5,0,0.0,0.5,55.3
211,BL9,3.2,0,6.9,8.6,25.5,0,0.0,0.5,55.3
212,BN1,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
213,BN10,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
214,BN11,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
215,BN12,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
216,BN13,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
217,BN14,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
218,BN15,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
219,BN16,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
220,BN17,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
221,BN18,6.7,0,12.9,46.1,1.6,0,0.1,8.4,24.2
222,BN2,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
223,BN20,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
224,BN21,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
225,BN22,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
226,BN23,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
227,BN24,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
228,BN25,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
229,BN26,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
230,BN27,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
231,BN3,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
232,BN41,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
233,BN42,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
234,BN43,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
235,BN44,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
236,BN45,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
237,BN5,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
238,BN6,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
239,BN7,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
240,BN8,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
241,BN9,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
242,BR1,0.3,0,27.4,19.7,8.3,0,0.1,4.6,39.6
243,BR2,0.3,0,27.4,19.7,8.3,0,0.1,4.6,39.6
244,BR3,0.3,0,27.4,19.7,8.3,0,0.1,4.6,39.6
245,BR4,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
246,BR5,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
247,BR6,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
248,BR7,0.3,0,27.4,19.7,8.3,0,0.1,4.6,39.6
249,BR8,0.0,0,47.1,26.2,0.0,0,0.2,3.7,22.7
250,BS1,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
251,BS10,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
252,BS11,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
253,BS13,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
254,BS14,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
255,BS15,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
256,BS16,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
257,BS17,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
258,BS2,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
259,BS20,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
260,BS21,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
261,BS22,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
262,BS23,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
263,BS24,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
264,BS25,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
265,BS26,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
266,BS27,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
267,BS28,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
268,BS29,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
269,BS3,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
270,BS30,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
271,BS31,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
272,BS32,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
273,BS34,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
274,BS35,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
275,BS36,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
276,BS37,5.3,0,3.1,27.2,11.4,0,0.0,2.6,50.4
277,BS39,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
278,BS4,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
279,BS40,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
280,BS41,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
281,BS48,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
282,BS49,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
283,BS5,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
284,BS6,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
285,BS7,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
286,BS8,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
287,BS9,2.5,0,4.7,38.0,0.6,0,0.0,24.0,30.2
288,CA1,3.2,0,6.9,8.6,25.5,0,0.0,0.5,55.3
289,CA10,3.2,0,6.9,8.6,25.5,0,0.0,0.5,55.3
290,CA11,3.2,0,6.9,8.6,25.5,0,0.0,0.5,55.3
291,CA12,3.2,0,6.9,8.6,25.5,0,0.0,0.5,55.3
292,CA13,3.2,0,6.9,8.6,25.5,0,0.0,0.5,55.3
293,CA14,3.2,0,6.9,8.6,25.5,0,0.0,0.5,55.3
294,CA15,3.2,0,6.9,8.6,25.5,0,0.0,0.5,55.3
295,CA16,3.2,0,6.9,8.6,25.5,0,0.0,0.5,55.3
296,CA17,3.2,0,6.9,8.6,25.5,0,0.0,0.5,55.3
297,CA18,3.2,0,6.9,8.6,25.5,0,0.0,0.5,55.3
298,CA19,3.2,0,6.9,8.6,25.5,0,0.0,0.5,55.3
299,CA2,3.2,0,6.9,8.6,25.5,0,0.0,0.5,55.3
300,CA20,3.2,0,6.9,8.6,25.5,0,0.0,0.5,55.3
301,CA21,3.2,0,6.9,8.6,25.5,0,0.0,0.5,55.3
302,CA22,3.2,0,6.9,8.6,25.5,0,0.0,0.5,55.3
303,CA23,3.2,0,6.9,8.6,25.5,0,0.0,0.5,55.3
304,CA24,3.2,0,6.9,8.6,25.5,0,0.0,0.5,55.3
305,CA25,3.2,0,6.9,8.6,25.5,0,0.0,0.5,55.3
306,CA26,3.2,0,6.9,8.6,25.5,0,0.0,0.5,55.3
307,CA27,3.2,0,6.9,8.6,25.5,0,0.0,0.5,55.3
308,CA28,3.2,0,6.9,8.6,25.5,0,0.0,0.5,55.3
309,CA3,3.2,0,6.9,8.6,25.5,0,0.0,0.5,55.3
310,CA4,3.2,0,6.9,8.6,25.5,0,0.0,0.5,55.3
311,CA5,3.2,0,6.9,8.6,25.5,0,0.0,0.5,55.3
312,CA6,3.2,0,6.9,8.6,25.5,0,0.0,0.5,55.3
313,CA7,3.2,0,6.9,8.6,25.5,0,0.0,0.5,55.3
314,CA8,3.2,0,6.9,8.6,25.5,0,0.0,0.5,55.3
315,CA9,17.5,0,63.9,0.0,1.0,0,0.0,1.3,16.2
316,CB1,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
317,CB10,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
318,CB11,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
319,CB2,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
320,CB21,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
321,CB22,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
322,CB23,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
323,CB24,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
324,CB25,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
325,CB3,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
326,CB4,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
327,CB5,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
328,CB6,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
329,CB7,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
330,CB8,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
331,CB9,0.7,0,2.0,12.0,18.0,0,0.0,5.9,61.3
332,CF10,0.0,0,0.0,72.4,0.0,0,0.0,2.0,25.7
333,CF11,0.0,0,0.0,72.4,0.0,0,0.0,2.0,25.7
334,CF14,0.0,0,0.0,72.4,0.0,0,0.0,2.0,25.7
335,CF15,0.0,0,0.0,72.4,0.0,0,0.0,2.0,25.7
336,CF23,0.0,0,0.0,72.4,0.0,0,0.0,2.0,25.7
337,CF24,0.0,0,0.0,72.4,0.0,0,0.0,2.0,25.7
338,CF3,0.0,0,0.0,72.4,0.0,0,0.0,2.0,25.7
339,CF31,0.0,0,0.0,72.4,0.0,0,0.0,2.0,25.7
340,CF32,0.0,0,0.0,72.4,0.0,0,0.0,2.0,25.7
341,CF33,0.0,0,0.0,72.4,0.0,0,0.0,2.0,25.7
342,CF34,0.0,0,0.0,72.4,0.0,0,0.0,2.0,25.7
343,CF35,0.0,0,0.0,72.4,0.0,0,0.0,2.0,25.7
344,CF36,0.0,0,0.0,72.4,0.0,0,0.0,2.0,25.7
345,CF37,0.0,0,0.0,72.4,0.0,0,0.0,2.0,25.7
346,CF38,0.0,0,0.0,72.4,0.0,0,0.0,2.0,25.7
347,CF39,0.0,0,0.0,72.4,0.0,0,0.0,2.0,25.7
348,CF40,0.0,0,0.0,72.4,0.0,0,0.0,2.0,25.7
349,CF41,0.0,0,0.0,72.4,0.0,0,0.0,2.0,25.7
350,CF42,0.0,0,0.0,72.4,0.0,0,0.0,2.0,25.7
351,CF43,0.0,0,0.0,72.4,0.0,0,0.0,2.0,25.7
352,CF44,0.0,0,0.0,72.4,0.0,0,0.0,2.0,25.7
353,CF45,0.0,0,0.0,72.4,0.0,0,0.0,2.0,25.7
354,CF46,0.0,0,0.0,72.4,0.0,0,0.0,2.0,25.7
355,CF47,0.0,0,0.0,72.4,0.0,0,0.0,2.0,25.7
356,CF48,0.0,0,0.0,72.4,0.0,0,0.0,2.0,25.7
357,CF5,0.0,0,0.0,72.4,0.0,0,0.0,2.0,25.7
358,CF61,0.0,0,0.0,72.4,0.0,0,0.0,2.0,25.7
359,CF62,0.0,0,0.0,72.4,0.0,0,0.0,2.0,25.7
360,CF63,0.0,0,0.0,72.4,0.0,0,0.0,2.0,25.7
361,CF64,0.0,0,0.0,72.4,0.0,0,0.0,2.0,25.7
362,CF71,0.0,0,0.0,72.4,0.0,0,0.0,2.0,25.7
363,CF72,0.0,0,0.0,72.4,0.0,0,0.0,2.0,25.7
364,CF81,0.0,0,0.0,72.4,0.0,0,0.0,2.0,25.7
365,CF82,0.0,0,0.0,72.4,0.0,0,0.0,2.0,25.7
366,CF83,0.0,0,0.0,72.4,0.0,0,0.0,2.0,25.7
367,CH1,1.0,0,1.8,11.5,10.2,0,0.0,2.9,72.6
368,CH2,1.0,0,1.8,11.5,10.2,0,0.0,2.9,72.6
